score_id,borrower_id,score,bucket,model_version,feature_name,impact_magnitude,impact_direction,description
45531be3-65ce-40ce-b825-4e745d681e24,472e8228-5211-4a33-9ca7-63c129dad334,0.66105574,high,v1.0,Income,0.32808548,-,Impact of Income is decreasing risk.
909d37c9-c99f-46aa-9b7d-7de1c39b330d,205e7353-57a9-4f73-b197-853ef0fe7b3d,0.090589605,low,v1.0,Age,0.7678655,-,Impact of Age is decreasing risk.
909d37c9-c99f-46aa-9b7d-7de1c39b330d,205e7353-57a9-4f73-b197-853ef0fe7b3d,0.090589605,low,v1.0,InterestRate,0.69757956,-,Impact of InterestRate is decreasing risk.
909d37c9-c99f-46aa-9b7d-7de1c39b330d,205e7353-57a9-4f73-b197-853ef0fe7b3d,0.090589605,low,v1.0,MonthsEmployed,0.52254814,-,Impact of MonthsEmployed is decreasing risk.
be628747-9b36-46b7-be15-398b41b3ed18,ed4cca1b-4bd0-46b2-8515-df48aab710d3,0.51743346,medium,v1.0,InterestRate,0.5543324,+,Impact of InterestRate is increasing risk.
be628747-9b36-46b7-be15-398b41b3ed18,ed4cca1b-4bd0-46b2-8515-df48aab710d3,0.51743346,medium,v1.0,Income,0.3144412,-,Impact of Income is decreasing risk.
be628747-9b36-46b7-be15-398b41b3ed18,ed4cca1b-4bd0-46b2-8515-df48aab710d3,0.51743346,medium,v1.0,Age,0.29414985,-,Impact of Age is decreasing risk.
c11a09e1-7e48-406c-a035-079e5ef37398,aba334db-9761-4646-a483-f04764f7edc9,0.69115835,high,v1.0,MonthsEmployed,0.4334741,+,Impact of MonthsEmployed is increasing risk.
c11a09e1-7e48-406c-a035-079e5ef37398,aba334db-9761-4646-a483-f04764f7edc9,0.69115835,high,v1.0,Income,0.3052008,-,Impact of Income is decreasing risk.
c11a09e1-7e48-406c-a035-079e5ef37398,aba334db-9761-4646-a483-f04764f7edc9,0.69115835,high,v1.0,LoanAmount,0.21329355,+,Impact of LoanAmount is increasing risk.
1210fdcc-3667-435e-8dc6-99ef3052099a,2f5cbaac-a280-48d5-b22b-bb02cafdfa9d,0.5258281,medium,v1.0,MonthsEmployed,0.36603993,+,Impact of MonthsEmployed is increasing risk.
1210fdcc-3667-435e-8dc6-99ef3052099a,2f5cbaac-a280-48d5-b22b-bb02cafdfa9d,0.5258281,medium,v1.0,Income,0.35720465,-,Impact of Income is decreasing risk.
1210fdcc-3667-435e-8dc6-99ef3052099a,2f5cbaac-a280-48d5-b22b-bb02cafdfa9d,0.5258281,medium,v1.0,InterestRate,0.25957176,+,Impact of InterestRate is increasing risk.
cbe02daa-890a-40e5-b1c4-85faa8bd41a2,4453f76b-8ed5-44e3-bad0-3ae780545074,0.7937598,high,v1.0,Age,0.7909442,+,Impact of Age is increasing risk.
cbe02daa-890a-40e5-b1c4-85faa8bd41a2,4453f76b-8ed5-44e3-bad0-3ae780545074,0.7937598,high,v1.0,InterestRate,0.38238698,+,Impact of InterestRate is increasing risk.
cbe02daa-890a-40e5-b1c4-85faa8bd41a2,4453f76b-8ed5-44e3-bad0-3ae780545074,0.7937598,high,v1.0,LoanAmount,0.29747653,+,Impact of LoanAmount is increasing risk.
2772f73d-471f-45b8-a14e-87ba016bd7ef,2d866c99-e816-43f1-9a4b-ab40838f5a5d,0.29442486,low,v1.0,InterestRate,0.35928178,-,Impact of InterestRate is decreasing risk.
2772f73d-471f-45b8-a14e-87ba016bd7ef,2d866c99-e816-43f1-9a4b-ab40838f5a5d,0.29442486,low,v1.0,Income,0.28254345,-,Impact of Income is decreasing risk.
2772f73d-471f-45b8-a14e-87ba016bd7ef,2d866c99-e816-43f1-9a4b-ab40838f5a5d,0.29442486,low,v1.0,Age,0.23865238,-,Impact of Age is decreasing risk.
a031bb7b-1a96-4f0e-911e-340e663bdca4,bba2e3be-1cd2-47f2-9e1a-c11405708b0d,0.4772763,medium,v1.0,InterestRate,0.44159594,+,Impact of InterestRate is increasing risk.
a031bb7b-1a96-4f0e-911e-340e663bdca4,bba2e3be-1cd2-47f2-9e1a-c11405708b0d,0.4772763,medium,v1.0,Age,0.42800722,-,Impact of Age is decreasing risk.
a031bb7b-1a96-4f0e-911e-340e663bdca4,bba2e3be-1cd2-47f2-9e1a-c11405708b0d,0.4772763,medium,v1.0,Income,0.18608496,-,Impact of Income is decreasing risk.
527c147e-2191-430c-a9ff-eded98d9aac8,6b46f2ce-c6bf-4669-bd94-5b6705ad20b2,0.5248872,medium,v1.0,LoanAmount,0.6692933,-,Impact of LoanAmount is decreasing risk.
527c147e-2191-430c-a9ff-eded98d9aac8,6b46f2ce-c6bf-4669-bd94-5b6705ad20b2,0.5248872,medium,v1.0,Age,0.5928877,+,Impact of Age is increasing risk.
527c147e-2191-430c-a9ff-eded98d9aac8,6b46f2ce-c6bf-4669-bd94-5b6705ad20b2,0.5248872,medium,v1.0,InterestRate,0.22113322,+,Impact of InterestRate is increasing risk.
cd7ba7d5-aa29-44f3-9914-0fddb544059d,714a9a2d-57ef-43c6-89ef-052d6ff565e9,0.3348504,medium,v1.0,InterestRate,0.9813037,-,Impact of InterestRate is decreasing risk.
cd7ba7d5-aa29-44f3-9914-0fddb544059d,714a9a2d-57ef-43c6-89ef-052d6ff565e9,0.3348504,medium,v1.0,Age,0.8982117,-,Impact of Age is decreasing risk.
cd7ba7d5-aa29-44f3-9914-0fddb544059d,714a9a2d-57ef-43c6-89ef-052d6ff565e9,0.3348504,medium,v1.0,MonthsEmployed,0.46769774,+,Impact of MonthsEmployed is increasing risk.
2580b4fb-7e94-4eab-8f97-7634c2d49d58,3670d3e5-56be-4273-adc8-24b2795a1775,0.39749315,medium,v1.0,MonthsEmployed,0.39292488,-,Impact of MonthsEmployed is decreasing risk.
2580b4fb-7e94-4eab-8f97-7634c2d49d58,3670d3e5-56be-4273-adc8-24b2795a1775,0.39749315,medium,v1.0,Age,0.23912956,+,Impact of Age is increasing risk.
2580b4fb-7e94-4eab-8f97-7634c2d49d58,3670d3e5-56be-4273-adc8-24b2795a1775,0.39749315,medium,v1.0,LoanAmount,0.18199243,-,Impact of LoanAmount is decreasing risk.
decfa160-ea47-45a4-bbe0-f4e44f193d8a,6e6dfbe6-ab69-40de-99a6-e2fdcd5e79ce,0.55962867,medium,v1.0,Age,0.7731434,+,Impact of Age is increasing risk.
decfa160-ea47-45a4-bbe0-f4e44f193d8a,6e6dfbe6-ab69-40de-99a6-e2fdcd5e79ce,0.55962867,medium,v1.0,InterestRate,0.49936596,-,Impact of InterestRate is decreasing risk.
decfa160-ea47-45a4-bbe0-f4e44f193d8a,6e6dfbe6-ab69-40de-99a6-e2fdcd5e79ce,0.55962867,medium,v1.0,MonthsEmployed,0.441366,+,Impact of MonthsEmployed is increasing risk.
e3e1af4c-5b4c-498e-b43c-b050bd064d30,c53d9030-70fd-44f7-9613-2873e852b950,0.25717074,low,v1.0,Age,0.7585237,-,Impact of Age is decreasing risk.
e3e1af4c-5b4c-498e-b43c-b050bd064d30,c53d9030-70fd-44f7-9613-2873e852b950,0.25717074,low,v1.0,MonthsEmployed,0.49901357,-,Impact of MonthsEmployed is decreasing risk.
e3e1af4c-5b4c-498e-b43c-b050bd064d30,c53d9030-70fd-44f7-9613-2873e852b950,0.25717074,low,v1.0,InterestRate,0.49130943,+,Impact of InterestRate is increasing risk.
61d27581-f1da-4b64-a6c8-8de64f155377,60604d0c-f862-4992-9c0b-9cbc861fec93,0.54116875,medium,v1.0,Age,0.15257151,+,Impact of Age is increasing risk.
61d27581-f1da-4b64-a6c8-8de64f155377,60604d0c-f862-4992-9c0b-9cbc861fec93,0.54116875,medium,v1.0,EmploymentType_Full-time,0.1499424,-,Impact of EmploymentType_Full-time is decreasing risk.
61d27581-f1da-4b64-a6c8-8de64f155377,60604d0c-f862-4992-9c0b-9cbc861fec93,0.54116875,medium,v1.0,InterestRate,0.142994,+,Impact of InterestRate is increasing risk.
595ed109-9838-46a9-8ee9-b01d25327e31,a3961ad6-74ab-4386-bc30-781b16c15611,0.20442039,low,v1.0,InterestRate,0.8520264,-,Impact of InterestRate is decreasing risk.
595ed109-9838-46a9-8ee9-b01d25327e31,a3961ad6-74ab-4386-bc30-781b16c15611,0.20442039,low,v1.0,LoanAmount,0.3733779,-,Impact of LoanAmount is decreasing risk.
595ed109-9838-46a9-8ee9-b01d25327e31,a3961ad6-74ab-4386-bc30-781b16c15611,0.20442039,low,v1.0,Income,0.16368689,-,Impact of Income is decreasing risk.
0887ca00-ceb9-4dc4-bd42-4402af52710c,4cbdbf28-aeaf-4cc8-aaa0-7ac858805312,0.6925827,high,v1.0,Age,0.6552591,+,Impact of Age is increasing risk.
0887ca00-ceb9-4dc4-bd42-4402af52710c,4cbdbf28-aeaf-4cc8-aaa0-7ac858805312,0.6925827,high,v1.0,InterestRate,0.48003367,+,Impact of InterestRate is increasing risk.
0887ca00-ceb9-4dc4-bd42-4402af52710c,4cbdbf28-aeaf-4cc8-aaa0-7ac858805312,0.6925827,high,v1.0,MonthsEmployed,0.3617919,+,Impact of MonthsEmployed is increasing risk.
fb34f2d8-b172-4390-8cee-10c418b0a350,00841ed3-4aa4-4c5c-b349-9c4da495c71b,0.18107095,low,v1.0,Age,0.7970948,-,Impact of Age is decreasing risk.
fb34f2d8-b172-4390-8cee-10c418b0a350,00841ed3-4aa4-4c5c-b349-9c4da495c71b,0.18107095,low,v1.0,MonthsEmployed,0.570097,-,Impact of MonthsEmployed is decreasing risk.
fb34f2d8-b172-4390-8cee-10c418b0a350,00841ed3-4aa4-4c5c-b349-9c4da495c71b,0.18107095,low,v1.0,LoanAmount,0.37581033,+,Impact of LoanAmount is increasing risk.
4865188a-0c19-479a-899d-9e0a374a63dd,4ee723b9-7943-4c21-ab6f-06838cbf20de,0.44686833,medium,v1.0,Income,0.33823067,-,Impact of Income is decreasing risk.
4865188a-0c19-479a-899d-9e0a374a63dd,4ee723b9-7943-4c21-ab6f-06838cbf20de,0.44686833,medium,v1.0,InterestRate,0.15808514,-,Impact of InterestRate is decreasing risk.
4865188a-0c19-479a-899d-9e0a374a63dd,4ee723b9-7943-4c21-ab6f-06838cbf20de,0.44686833,medium,v1.0,CreditScore,0.15286937,-,Impact of CreditScore is decreasing risk.
8b40141b-36f0-4fe9-99c0-fb1ab5cf644c,c5b28073-dd9a-44f8-8774-cf4dee638295,0.3546225,medium,v1.0,InterestRate,0.41079786,-,Impact of InterestRate is decreasing risk.
8b40141b-36f0-4fe9-99c0-fb1ab5cf644c,c5b28073-dd9a-44f8-8774-cf4dee638295,0.3546225,medium,v1.0,MonthsEmployed,0.40798223,-,Impact of MonthsEmployed is decreasing risk.
8b40141b-36f0-4fe9-99c0-fb1ab5cf644c,c5b28073-dd9a-44f8-8774-cf4dee638295,0.3546225,medium,v1.0,LoanAmount,0.22073628,-,Impact of LoanAmount is decreasing risk.
6ca0ab50-05db-47db-bf1d-7d7d63f8e011,07abc996-4553-4dcd-8844-00a372478c69,0.35496706,medium,v1.0,InterestRate,0.5072113,-,Impact of InterestRate is decreasing risk.
6ca0ab50-05db-47db-bf1d-7d7d63f8e011,07abc996-4553-4dcd-8844-00a372478c69,0.35496706,medium,v1.0,MonthsEmployed,0.4900402,-,Impact of MonthsEmployed is decreasing risk.
6ca0ab50-05db-47db-bf1d-7d7d63f8e011,07abc996-4553-4dcd-8844-00a372478c69,0.35496706,medium,v1.0,Age,0.3730438,+,Impact of Age is increasing risk.
18c7d6eb-8d5c-4f73-8eb7-0b6a511cb78f,e586e841-dfc1-43c7-bc6c-39a13484fc49,0.5287125,medium,v1.0,InterestRate,0.7804173,-,Impact of InterestRate is decreasing risk.
18c7d6eb-8d5c-4f73-8eb7-0b6a511cb78f,e586e841-dfc1-43c7-bc6c-39a13484fc49,0.5287125,medium,v1.0,MonthsEmployed,0.49034482,+,Impact of MonthsEmployed is increasing risk.
18c7d6eb-8d5c-4f73-8eb7-0b6a511cb78f,e586e841-dfc1-43c7-bc6c-39a13484fc49,0.5287125,medium,v1.0,Age,0.26318085,+,Impact of Age is increasing risk.
cd13781c-b828-491c-be70-c64bf472c79b,597d8c63-e7bd-46c0-84fd-112e8b71db38,0.30162457,medium,v1.0,LoanAmount,0.4476536,-,Impact of LoanAmount is decreasing risk.
cd13781c-b828-491c-be70-c64bf472c79b,597d8c63-e7bd-46c0-84fd-112e8b71db38,0.30162457,medium,v1.0,Age,0.35693344,-,Impact of Age is decreasing risk.
cd13781c-b828-491c-be70-c64bf472c79b,597d8c63-e7bd-46c0-84fd-112e8b71db38,0.30162457,medium,v1.0,Income,0.18910056,+,Impact of Income is increasing risk.
c270f8e2-b403-4203-aee3-0fd85f8cbad5,00e7cfdb-9880-43e9-a17b-5f7eff74ab7f,0.24108407,low,v1.0,Age,0.9851429,-,Impact of Age is decreasing risk.
c270f8e2-b403-4203-aee3-0fd85f8cbad5,00e7cfdb-9880-43e9-a17b-5f7eff74ab7f,0.24108407,low,v1.0,MonthsEmployed,0.42205802,-,Impact of MonthsEmployed is decreasing risk.
c270f8e2-b403-4203-aee3-0fd85f8cbad5,00e7cfdb-9880-43e9-a17b-5f7eff74ab7f,0.24108407,low,v1.0,LoanAmount,0.31588492,+,Impact of LoanAmount is increasing risk.
b6f4b940-aa74-4292-918e-f6804fa97b45,2990adb3-8e42-4658-b64a-4bc03b2b3473,0.52177113,medium,v1.0,InterestRate,0.32487983,+,Impact of InterestRate is increasing risk.
b6f4b940-aa74-4292-918e-f6804fa97b45,2990adb3-8e42-4658-b64a-4bc03b2b3473,0.52177113,medium,v1.0,LoanAmount,0.2858229,-,Impact of LoanAmount is decreasing risk.
b6f4b940-aa74-4292-918e-f6804fa97b45,2990adb3-8e42-4658-b64a-4bc03b2b3473,0.52177113,medium,v1.0,MonthsEmployed,0.17853089,+,Impact of MonthsEmployed is increasing risk.
fef5801b-fefd-4b43-a9a3-22491258568a,45a53d99-0cdd-4b6d-82ae-5e4d9c593187,0.36331013,medium,v1.0,Age,0.9174029,-,Impact of Age is decreasing risk.
fef5801b-fefd-4b43-a9a3-22491258568a,45a53d99-0cdd-4b6d-82ae-5e4d9c593187,0.36331013,medium,v1.0,InterestRate,0.5153291,+,Impact of InterestRate is increasing risk.
fef5801b-fefd-4b43-a9a3-22491258568a,45a53d99-0cdd-4b6d-82ae-5e4d9c593187,0.36331013,medium,v1.0,Income,0.3073334,-,Impact of Income is decreasing risk.
d5daa12a-63e7-43ad-a3b2-b6e8f1acb4be,a75bb443-5c69-4fb1-833b-c11b1da524da,0.18782227,low,v1.0,Age,0.50057423,-,Impact of Age is decreasing risk.
d5daa12a-63e7-43ad-a3b2-b6e8f1acb4be,a75bb443-5c69-4fb1-833b-c11b1da524da,0.18782227,low,v1.0,InterestRate,0.3487313,-,Impact of InterestRate is decreasing risk.
d5daa12a-63e7-43ad-a3b2-b6e8f1acb4be,a75bb443-5c69-4fb1-833b-c11b1da524da,0.18782227,low,v1.0,MonthsEmployed,0.27675498,-,Impact of MonthsEmployed is decreasing risk.
78086fe8-85a3-4530-a9fd-0c6d6d91a590,c2e39614-4da1-44b0-92cd-cd43ea76e266,0.22606976,low,v1.0,InterestRate,0.8120909,-,Impact of InterestRate is decreasing risk.
78086fe8-85a3-4530-a9fd-0c6d6d91a590,c2e39614-4da1-44b0-92cd-cd43ea76e266,0.22606976,low,v1.0,Age,0.36114925,+,Impact of Age is increasing risk.
78086fe8-85a3-4530-a9fd-0c6d6d91a590,c2e39614-4da1-44b0-92cd-cd43ea76e266,0.22606976,low,v1.0,MonthsEmployed,0.30705965,-,Impact of MonthsEmployed is decreasing risk.
1d182e71-1051-43a5-9bdf-c8da7ae7ec54,b3b95ff4-3fe5-49ff-a581-a42217935590,0.18230166,low,v1.0,MonthsEmployed,0.4966655,-,Impact of MonthsEmployed is decreasing risk.
1d182e71-1051-43a5-9bdf-c8da7ae7ec54,b3b95ff4-3fe5-49ff-a581-a42217935590,0.18230166,low,v1.0,InterestRate,0.46126392,-,Impact of InterestRate is decreasing risk.
1d182e71-1051-43a5-9bdf-c8da7ae7ec54,b3b95ff4-3fe5-49ff-a581-a42217935590,0.18230166,low,v1.0,LoanAmount,0.4194368,-,Impact of LoanAmount is decreasing risk.
04d07347-aae5-4931-8493-1a430f1ad198,a2acda3e-69cd-45c6-baeb-ded06e6fae6a,0.53386754,medium,v1.0,MonthsEmployed,0.46800336,-,Impact of MonthsEmployed is decreasing risk.
04d07347-aae5-4931-8493-1a430f1ad198,a2acda3e-69cd-45c6-baeb-ded06e6fae6a,0.53386754,medium,v1.0,InterestRate,0.44748315,+,Impact of InterestRate is increasing risk.
04d07347-aae5-4931-8493-1a430f1ad198,a2acda3e-69cd-45c6-baeb-ded06e6fae6a,0.53386754,medium,v1.0,Income,0.3574157,+,Impact of Income is increasing risk.
0c12abbc-712b-486d-be9e-4066fc603c36,1b79a553-5ec0-4a0a-98ed-42249e6d227a,0.510312,medium,v1.0,InterestRate,0.5593336,-,Impact of InterestRate is decreasing risk.
0c12abbc-712b-486d-be9e-4066fc603c36,1b79a553-5ec0-4a0a-98ed-42249e6d227a,0.510312,medium,v1.0,MonthsEmployed,0.4297286,+,Impact of MonthsEmployed is increasing risk.
0c12abbc-712b-486d-be9e-4066fc603c36,1b79a553-5ec0-4a0a-98ed-42249e6d227a,0.510312,medium,v1.0,Income,0.26898655,-,Impact of Income is decreasing risk.
af9af43e-3297-44de-94c4-30e4386249a6,9524605e-89bf-4c53-990a-8f79991a34ab,0.89655906,critical,v1.0,Income,0.93346757,+,Impact of Income is increasing risk.
